Person,Rank,First Name,Last Name,Pre-Nominal,Given Name,Surname,Bloodname,Post-Nominal,Callsign,Age,Status,Gender,Skill Level,Role,Unit Assignment,Force,Deployed,Mech,Vehicle,Naval,VTOL,Aero,Aircraft,Vessel,Battle Armour,Small Arms,Anti-Mek,Artillery,Tactics,Strategy,Leadership,Tech/Mek,Tech/Aero,Mechanic,Tech/BA,Medical,Admin,Negotiation,Scrounge,Injuries,Kills,Salary,XP,Origin Faction,Origin Planet,Birthday,Recruitment Date,Last Rank Change,Due Date,Retirement Date,Death Date,Commander,Founder,Clan Personnel,Marriageable,Divorceable,Trying to Conceive,Immortal,Toughness,Edge,SPA Count,Implant Count,Portrait Path
"",Private,Palladiya,Djojohadiksumo,,Palladiya,Djojohadiksumo,,,,3000-09-07,Active,Female,Veteran,Vehicle Gunner,Mobile Long Tom Artillery LT-MOB-25 [Gunner],Artillery,-,-/6,3/-,3/-,3/-,-/-,-/-,-/-,-,5,-,-,1,-,-,-,-,-,-,-,-,-,-,0,0,"1,440 C-Bill",0,Draconis Combine,Csesztreg,3000-09-07,3028-11-18,3028-11-18,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Vehicle Gunner/VeeGunner_F_6.png
"",Private,Laura,Hemery,,Laura,Hemery,,,,3006-11-16,Active,Female,Regular,Vehicle Gunner,Mobile Long Tom Artillery LT-MOB-25 [Gunner],Artillery,-,-/-,4/-,4/-,4/-,-/-,-/-,-/-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,900 C-Bill,0,Draconis Combine,Csesztreg,3006-11-16,3028-11-18,3028-11-18,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Vehicle Gunner/VeeGunner_F_10.png
"",Private,Mai-Sie,Sen,,Mai-Sie,Sen,,,,3006-05-28,Active,Female,Green,Vehicle Driver,Mobile Long Tom Artillery LT-MOB-25 (Support Carriage) [Driver],Artillery,-,-/-,5/6,5/-,5/-,-/-,-/-,-/-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,540 C-Bill,0,Mercenary,Kirchbach,3006-05-28,3028-11-18,3028-11-18,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Vehicle Driver/VeeDrvr_F_19.png
"",Private,Warner,Sleire,,Warner,Sleire,,,,3003-06-13,Active,Male,Regular,Vehicle Driver,Behemoth Heavy Tank [Driver],Heavy Armour,-,-/-,4/5,4/-,4/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,900 C-Bill,0,Draconis Combine,Harvest,3003-06-13,3028-11-19,3028-12-07,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,Male/Vehicle Driver/VeeDrvr_M_25.png
"",,Everton,Hayhurst,,Everton,Hayhurst,,,,3003-01-08,Active,Male,Regular,Vehicle Gunner,Warrior Attack Helicopter H-7A #2 [Gunner],VTOL Attack,-,-/-,4/-,4/-,4/-,-/-,-/-,-/-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,900 C-Bill,0,Mercenary,Liezen,3003-01-08,3028-11-20,3028-11-20,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,Male/Vehicle Gunner/VeeGunner_M_62.png
"",Private,Trevor,Zimmermann,,Trevor,Zimmermann,,,,3004-02-09,Active,Male,Green,Vehicle Gunner,Manticore Heavy Tank [Gunner],Heavy Armour,-,-/-,5/-,5/-,5/-,-/-,-/-,-/-,-,5,-,4,-,-,-,-,-,-,-,-,-,-,-,0,0,540 C-Bill,0,Mercenary,Lovinac,3004-02-09,3028-11-20,3028-12-07,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,Male/Vehicle Gunner/VeeGunner_M_46.png
"",,Larry,Clark,,Larry,Clark,,,,3005-06-19,Active,Male,Green,VTOL Pilot,Warrior Attack Helicopter H-7A #3 [Driver],VTOL Attack,-,-/-,5/-,5/-,5/6,-/-,-/-,-/-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,540 C-Bill,0,Draconis Combine,New Caledonia,3005-06-19,3028-11-22,3028-11-22,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,Male/VTOL Pilot/VTOL_M_15.png
"",Private,Parnik,Padmasola,,Parnik,Padmasola,,,,3001-04-07,Active,Female,Regular,Vehicle Gunner,Hetzer Wheeled Assault Gun [Gunner],Armoured Cavalry,-,-/-,4/-,4/-,4/-,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,900 C-Bill,0,Mercenary,Bruben,3001-04-07,3028-11-22,3028-12-07,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Vehicle Gunner/VeeGunner_F_24.png
"",Private,Yen-Phan,Sramek,,Yen-Phan,Sramek,,,,3005-09-21,Active,Female,Regular,Vehicle Gunner,Manticore Heavy Tank [Gunner],Heavy Armour,-,-/-,4/-,4/-,4/-,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,900 C-Bill,0,Mercenary,St. John,3005-09-21,3028-11-22,3028-12-07,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Vehicle Gunner/VeeGunner_F_7.png
"",Private,Elmar,Grini,,Elmar,Grini,,,,3008-07-13,Active,Male,Green,Vehicle Gunner,Manticore Heavy Tank [Gunner],Heavy Armour,-,-/-,5/-,5/-,5/-,-/-,-/-,-/-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,540 C-Bill,0,Lyran Commonwealth,Chateau,3008-07-13,3028-11-22,3028-12-07,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,Male/Vehicle Gunner/VeeGunner_M_1.png
"",,Valeria,Garavini,,Valeria,Garavini,,,,3002-11-05,Active,Female,Regular,Aerospace Pilot,Mechbuster,Conv Fighters,-,-/-,-/-,-/-,-/-,4/5,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,500 C-Bill",0,Draconis Combine,Bruben,3002-11-05,3028-11-22,3028-11-22,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Aerospace Pilot/ASF_F_17.png
"",,Kiefer,Kruyer,,Kiefer,Kruyer,,,,3007-02-10,Active,Male,Green,Admin/Logistical,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,-,-,-,9,-,-,0,0,300 C-Bill,1,Mercenary,St. John,3007-02-10,3028-11-22,3028-11-22,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,Male/Admin/Logistical/Adm_Log_M_3.png
"",,Silje,Thornom,,Silje,Thornom,,,,3008-11-25,Active,Female,Green,Admin/HR,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,-,-,-,9,-,-,0,0,300 C-Bill,1,Mercenary,Verthandi (Norn),3008-11-25,3028-11-22,3028-11-22,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,None
"",,Salihah,Ayyub,,Salihah,Ayyub,,,,2994-07-03,Active,Female,Elite,VTOL Pilot,Warrior Attack Helicopter H-7A #2 [Driver],VTOL Attack,-,-/-,2/-,2/-,2/3,-/-,-/-,-/-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,0,0,"2,880 C-Bill",0,Draconis Combine,Kirchbach,2994-07-03,3028-11-23,3028-11-23,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/VTOL Pilot/VTOL_F_9.png
"",Private,Vladimir,Mishukov,,Vladimir,Mishukov,,,,3000-06-28,Active,Male,Green,Vehicle Gunner,Maxim Heavy Hover Transport [Gunner],Armoured Cavalry,-,-/-,5/-,5/-,5/-,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,540 C-Bill,0,Draconis Combine,Kirchbach,3000-06-28,3028-11-23,3028-12-07,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,Male/Vehicle Gunner/VeeGunner_M_85.png
"",Private,Sbahat,Mohmand,,Sbahat,Mohmand,,,,3003-10-07,Active,Female,Regular,Vehicle Gunner,Partisan Heavy Tank (LRM) [Gunner],Fire Support,-,-/-,4/-,4/-,4/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,900 C-Bill,0,Mercenary,Chateau,3003-10-07,3028-11-24,3028-12-07,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Vehicle Gunner/VeeGunner_F_29.png
"",Private,Yrjänä,Matsuo,,Yrjänä,Matsuo,,,,2997-10-14,Active,Male,Regular,Vehicle Gunner,Partisan Heavy Tank (LRM) [Gunner],Fire Support,-,-/-,4/-,4/-,4/-,-/-,-/-,-/-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,900 C-Bill,0,Draconis Combine,Liezen,2997-10-14,3028-11-24,3028-12-07,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,Male/Vehicle Gunner/VeeGunner_M_49.png
"",Private,Adonis,Pshigotyzhev,,Adonis,Pshigotyzhev,,,,2999-06-27,Active,Male,Veteran,Vehicle Driver,Manticore Heavy Tank [Driver],Heavy Armour,-,-/-,3/4,3/-,3/-,-/-,-/-,-/-,-,4,-,-,1,-,-,-,-,-,-,-,-,-,-,0,0,"1,440 C-Bill",0,Mercenary,St. John,2999-06-27,3028-11-25,3028-12-07,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,Male/Vehicle Driver/VeeDrvr_M_7.png
"",Private,Alex,DeVito,,Alex,DeVito,,,,3006-07-16,Active,Male,Regular,Vehicle Driver,-,-,-,-/-,4/5,4/-,4/-,-/-,-/-,-/-,-,5,-,-,1,-,-,-,-,-,-,-,-,-,-,0,0,900 C-Bill,0,Mercenary,Bruben,3006-07-16,3028-11-27,3028-12-07,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,Male/Vehicle Driver/VeeDrvr_M_5.png
"",Private,Sawae,Miyazaki,,Sawae,Miyazaki,,,,3001-10-11,Active,Female,Regular,Vehicle Gunner,Partisan Heavy Tank (LRM) [Gunner],Fire Support,-,-/-,4/-,4/-,4/-,-/-,-/-,-/-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,900 C-Bill,0,Mercenary,Verthandi (Norn),3001-10-11,3028-11-28,3028-12-07,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Vehicle Gunner/VeeGunner_F_14.png
"",,Natsumi,Maes,,Natsumi,Maes,,,,3007-02-02,Active,Female,Green,VTOL Pilot,Warrior Attack Helicopter H-7 [Driver],VTOL Attack,-,-/-,5/-,5/-,5/6,-/-,-/-,-/-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,540 C-Bill,0,Draconis Combine,The Edge,3007-02-02,3028-11-28,3028-11-28,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/VTOL Pilot/VTOL_F_15.png
"",Private,Madeline,Mahsud Khel,,Madeline,Mahsud Khel,,,,2996-03-11,Active,Female,Regular,Vehicle Driver,-,-,-,-/-,4/5,4/-,4/-,-/-,-/-,-/-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,0,0,900 C-Bill,0,Mercenary,Alleghe,2996-03-11,3028-11-30,3028-12-07,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Vehicle Driver/VeeDrvr_F_1.png
"",,Ameena,Fauzi,,Ameena,Fauzi,,,,2992-09-04,Active,Female,Veteran,Vehicle Gunner,Partisan Heavy Tank (LRM) [Gunner],Fire Support,-,-/-,3/-,3/-,3/-,-/-,-/-,-/-,-,4,-,-,1,-,-,-,-,-,-,-,-,-,-,0,0,"1,440 C-Bill",0,Mercenary,Harvest,2992-09-04,3028-12-07,3028-12-07,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Vehicle Gunner/VeeGunner_F_13.png
"",,Wardiyya,bin Nasser,,Wardiyya,bin Nasser,,,,2995-04-21,Active,Female,Regular,Vehicle Gunner,Partisan Heavy Tank (LRM) [Gunner],Fire Support,-,-/-,4/-,4/-,4/-,-/-,-/-,-/-,-,5,-,-,1,-,-,-,-,-,-,-,-,-,-,0,0,900 C-Bill,0,Mercenary,The Edge,2995-04-21,3028-12-07,3028-12-07,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Vehicle Gunner/VeeGunner_F_13.png
"",,Chantal,Myrland,,Chantal,Myrland,,,,3004-05-27,Active,Female,Green,Vehicle Gunner,Warrior Attack Helicopter H-7 [Gunner],VTOL Attack,-,-/-,5/-,5/-,5/-,-/-,-/-,-/-,-,5,-,4,-,-,-,-,-,-,-,-,-,-,-,0,0,540 C-Bill,0,Draconis Combine,Csesztreg,3004-05-27,3028-12-07,3028-12-07,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Vehicle Gunner/VeeGunner_F_13.png
"",,Alicia,Heppell,,Alicia,Heppell,,,,3006-04-02,Active,Female,Green,Vehicle Gunner,Warrior Attack Helicopter H-7A #3 [Gunner],VTOL Attack,-,-/-,5/-,5/-,5/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,540 C-Bill,0,Draconis Combine,New Caledonia,3006-04-02,3028-12-07,3028-12-07,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Vehicle Gunner/VeeGunner_F_13.png
"",,Lisa,bin Wajeeh,,Lisa,bin Wajeeh,,,,3004-11-20,Active,Female,Green,MechWarrior,-,-,-,5/6,-/-,-/-,-/-,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,900 C-Bill,0,Draconis Combine,New Caledonia,3004-11-20,3028-12-07,3028-12-07,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/MechWarrior/MW_F_39.png
