Person,Rank,First Name,Last Name,Pre-Nominal,Given Name,Surname,Bloodname,Post-Nominal,Callsign,Age,Status,Gender,Skill Level,Profession,Unit Assignment,Force,Deployed,Mek,Vehicle,Naval,VTOL,Aero,Aircraft,Vessel,Battle Armour,Small Arms,Anti-Mek,Artillery,Tactics,Strategy,Leadership,Tech/Mek,Tech/Aero,Mechanic,Tech/BA,Tech/Vessel,Medical,Admin,Negotiation,Scrounge,Injuries,Kills,Salary,XP,Origin Faction,Origin Planet,Birthday,Recruitment Date,Last Rank Change,Due Date,Retirement Date,Death Date,Commander,Founder,Clan Personnel,Interested in Marriage,Divorceable,Interested in Children,Excluded from Random Death,Toughness,Connections,Wealth,Reputation,Unlucky,Fatigue,Edge,SPA Count,Implant Count,Loyalty,Education,Aggression,Ambition,Greed,Social,Reasoning,Strength,Body,Reflexes,Dexterity,Intelligence,Willpower,Charisma
"",Tech 1st Class,Marquart,Tsui,,Marquart,Tsui,,,Macro,2998-04-26,Active,Male,Green,Admin/HR,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,0,0,351 C-Bill,44,Lyran Commonwealth,Trell I,2998-04-26,3028-01-01,3031-02-24,,,,No,Yes,No,Yes,N/A,N/A,No,0,0,0,0,0,0,0,0,0,9,Early Childhood,Intrepid (+),None (-),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Chief Tech,Karen,Hawksly,,Karen,Hawksly,,,Pitman,3003-12-06,Active,Female,Green,Admin/HR,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,0,0,549 C-Bill,67,Mercenary,Trell I,3003-12-06,3028-01-01,3031-02-24,,,,No,Yes,No,Yes,N/A,Yes,No,0,0,0,0,0,0,0,0,0,9,Early Childhood,Stubborn (-),None (-),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Tech 1st Class,Euphemia,Poniros,,Euphemia,Poniros,,,Wren,2995-09-29,Active,Female,Green,Admin/HR,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,0,0,351 C-Bill,38,Mercenary,Csesztreg,2995-09-29,3028-01-01,3031-02-24,,,,No,Yes,No,Yes,N/A,Yes,No,0,0,0,0,0,0,0,0,0,9,Early Childhood,None (-),None (-),Lustful (-),None (-),15,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Tech 1st Class,Prabhu,Chirag,,Prabhu,Chirag,,,Thunder Lizard,3007-06-20,Active,Male,Green,Admin/HR,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,0,0,351 C-Bill,42,Mercenary,Steelton,3007-06-20,3028-01-01,3031-02-24,,,,No,Yes,No,Yes,N/A,N/A,No,0,0,0,0,0,0,0,0,0,9,Early Childhood,None (-),None (-),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Chief Tech,Brassal,Cross,,Brassal,Cross,,,Survivor,2984-12-18,Active,Male,Green,Admin/HR,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,0,0,549 C-Bill,48,Draconis Combine,Harvest,2984-12-18,3028-01-01,3031-02-24,,,,No,Yes,No,N/A,Yes,N/A,No,0,0,0,0,0,0,0,0,0,9,Early Childhood,None (-),None (-),None (-),Neglectful (-),13,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Tech 1st Class,Lorie,Zhào,,Lorie,Zhào,,,Blimp,2997-02-28,Active,Female,Green,Admin/HR,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,0,0,351 C-Bill,61,Independent,Star's End (Novo Cressidas),2997-02-28,3028-01-01,3031-02-24,,,,No,Yes,No,Yes,N/A,Yes,No,0,0,0,0,0,0,0,0,0,9,Early Childhood,None (-),None (-),None (-),Friendly (+),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Tech 1st Class,Orran,Richardson,,Orran,Richardson,,,Piston,2991-09-12,Active,Male,Green,Admin/HR,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,0,0,351 C-Bill,54,Mercenary,Verthandi (Norn),2991-09-12,3028-01-01,3031-02-24,,,,No,Yes,No,Yes,N/A,N/A,No,0,0,0,0,0,0,0,0,0,9,Early Childhood,None (-),None (-),Judicious (+),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Chief Tech,Callum,MacRanald,,Callum,MacRanald,,,Aristocrat,3001-02-04,Active,Male,Green,Admin/HR,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,0,0,549 C-Bill,52,Mercenary,Maxie's Planet,3001-02-04,3028-01-01,3031-02-24,,,,No,Yes,No,Yes,N/A,N/A,No,0,0,0,0,0,0,0,0,0,9,Early Childhood,Impetuous (-),None (-),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Chief Tech,Jeffery,Mok,,Jeffery,Mok,,,Shroom,3004-09-20,Active,Male,Green,Admin/HR,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,0,0,549 C-Bill,44,Independent,Star's End (Novo Cressidas),3004-09-20,3028-01-01,3031-02-24,,,,No,Yes,No,N/A,Yes,N/A,No,0,0,0,0,0,0,0,0,0,9,Early Childhood,None (-),Ambitious (+),None (-),Dismissive (-),16,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Private,Han-wu,Ng,,Han-wu,Ng,,,Cube,3007-10-03,Killed in Action,Male,Green,Soldier,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,374 C-Bill,26,Mercenary,Steelton,3007-10-03,3028-06-02,3028-09-11,,,3031-02-14,No,No,No,Yes,N/A,N/A,N/A,0,0,0,0,0,0,1,0,0,9,Early Childhood,None (-),None (-),Savvy (+),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Apolena,Vilha,,Apolena,Vilha,,,Zero,3005-06-24,Active,Female,Regular,Soldier,Jump Platoon (Flamer),Echo Urban Warfare Company (Infantry),-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,4,-,5,-,-,-,-,-,-,-,-,-,-,-,-,0,0,878 C-Bill,19,Lyran Commonwealth,Steelton,3005-06-24,3028-06-02,3031-02-26,,,,No,No,No,N/A,Yes,Yes,No,0,0,0,0,0,0,1,0,0,9,Early Childhood,None (-),None (-),None (-),Tactful (+),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Lieutenant SG,Kozue,Ishikawa,,Kozue,Ishikawa,,,The Count,2991-07-30,Active,Male,Veteran,MekWarrior,Javelin JVN-10N,Delta Light Recon Lance,-,3/4,-/-,-/-,-/-,-/-,-/-,-/-,-,5,-,-,5,-,-,-,-,-,-,-,-,-,-,-,0,4,"4,008 C-Bill",35,Mercenary,Star's End (Novo Cressidas),2991-07-30,3028-08-29,3029-12-11,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,0,-1,1,0,0,9,College,None (-),None (-),None (-),Receptive (+),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Sergeant,Toniko,Furaha,,Toniko,Furaha,,,Nag,2996-08-27,Active,Female,Regular,Vehicle Driver,Partisan Heavy Tank [Driver],Alpha Armoued Direct Fire Lance,-,-/-,4/5,4/-,4/-,-/-,-/-,-/-,-,4,-,-,8,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,647 C-Bill",54,Mercenary,Rodigo,2996-08-27,3028-09-04,3029-12-10,,,,No,No,No,N/A,Yes,Yes,No,0,0,0,0,0,0,1,0,0,9,Early Childhood,None (-),None (-),None (-),Untrustworthy (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Private,Shirai,Vasilyev-Opacic,,Shirai,Vasilyev-Opacic,,,Carton,3003-08-23,Active,Male,Regular,Vehicle Gunner,Partisan Heavy Tank [Gunner],Alpha Armoued Direct Fire Lance,-,-/-,4/-,4/-,4/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,747 C-Bill,38,Draconis Combine,Csesztreg,3003-08-23,3028-09-04,3029-12-11,,,,No,No,No,N/A,Yes,N/A,No,0,0,0,0,0,0,1,0,0,9,Early Childhood,None (-),None (-),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Private,Sadri,Eyice,,Sadri,Eyice,,,Sneaky,3003-03-20,Active,Male,Regular,Vehicle Gunner,Mobile Long Tom Artillery LT-MOB-25 [Gunner],Foxtrot Artillery Team,-,-/-,4/8,4/-,4/-,-/-,-/-,-/-,-,4,-,4,-,-,-,-,-,-,-,-,-,-,-,-,0,0,747 C-Bill,29,Mercenary,Lovinac,3003-03-20,3028-09-04,3029-12-11,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,0,0,1,0,0,9,Early Childhood,None (-),Focused (+),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Caterina,Gardini,,Caterina,Gardini,,,Turk,2994-05-17,Active,Female,Regular,Vehicle Gunner,Partisan Heavy Tank [Gunner],Alpha Armoued Direct Fire Lance,-,-/-,4/-,4/-,4/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,053 C-Bill",22,Lyran Commonwealth,Romulus,2994-05-17,3028-09-04,3029-12-11,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,0,0,1,0,0,9,Early Childhood,Assertive (+),None (-),None (-),Authentic (+),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Private,Lucas,Parastadidis,,Lucas,Parastadidis,,,Brickwall,2997-05-24,Active,Male,Regular,Vehicle Gunner,Partisan Heavy Tank [Gunner],Alpha Armoued Direct Fire Lance,-,-/-,4/8,4/-,4/-,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,747 C-Bill,19,Independent,Star's End (Novo Cressidas),2997-05-24,3028-09-04,3029-12-11,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,0,0,1,0,0,9,Early Childhood,Belligerent (-),Ruthless (-),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Private,Lauren,Antonakos,,Lauren,Antonakos,,,Arachne,2999-09-29,Killed in Action,Female,Regular,Vehicle Gunner,-,-,-,-/-,4/-,4/-,4/-,-/-,-/-,-/-,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-,-,0,0,747 C-Bill,21,Draconis Combine,Lovinac,2999-09-29,3028-09-04,3029-12-11,,,3030-09-19,No,No,No,Yes,N/A,Yes,N/A,0,0,0,0,0,0,1,0,0,9,Early Childhood,Hostile (-),None (-),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Sergeant,Jessie,Stunt,,Jessie,Stunt,,,Vegas,3007-05-22,Active,Female,Regular,Vehicle Driver,Partisan Heavy Tank #2 [Driver],Alpha Armoued Direct Fire Lance,-,-/-,4/5,4/-,4/-,-/-,-/-,-/-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,647 C-Bill",26,Mercenary,Icar,3007-05-22,3028-09-04,3029-12-10,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,0,0,1,0,0,9,Early Childhood,None (-),None (-),None (-),Petty (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Private,Roman,Thomas,,Roman,Thomas,,,Spooky,3004-04-15,Active,Male,Green,Vehicle Gunner,Partisan Heavy Tank #2 [Gunner],Alpha Armoued Direct Fire Lance,-,-/-,5/8,5/-,5/-,-/-,-/-,-/-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,448 C-Bill,17,Independent,Star's End (Novo Cressidas),3004-04-15,3028-09-04,3029-12-11,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,0,0,1,0,0,9,Early Childhood,None (-),None (-),None (-),None (-),17,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Bruna,Feist,,Bruna,Feist,,,Hydra,3004-11-30,Active,Female,Regular,Vehicle Gunner,Partisan Heavy Tank #2 [Gunner],Alpha Armoued Direct Fire Lance,-,-/-,4/-,4/-,4/-,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,053 C-Bill",34,Mercenary,Chateau,3004-11-30,3028-09-04,3029-12-11,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,0,0,1,0,0,9,Early Childhood,None (-),None (-),None (-),None (-),9,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Private,Will,bin Muntasir,,Will,bin Muntasir,,,Halibut,3006-02-13,Active,Male,Regular,Vehicle Gunner,Partisan Heavy Tank #2 [Gunner],Alpha Armoued Direct Fire Lance,-,-/-,4/8,4/-,4/-,-/-,-/-,-/-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,747 C-Bill,38,Independent,Star's End (Novo Cressidas),3006-02-13,3028-09-04,3029-12-11,,,,No,No,No,N/A,Yes,N/A,No,0,0,0,0,0,0,1,0,0,10,Early Childhood,Daring (+),None (-),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Private,Manfred,Sande,,Manfred,Sande,,,Spoiler,3001-04-22,Active,Male,Regular,Vehicle Gunner,Partisan Heavy Tank #2 [Gunner],Alpha Armoued Direct Fire Lance,-,-/-,4/7,4/-,4/-,5/-,-/-,-/-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,747 C-Bill,19,Lyran Commonwealth,Maxie's Planet,3001-04-22,3028-09-04,3029-12-11,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,0,0,1,0,0,9,Early Childhood,None (-),None (-),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Private,Emiliy,Luzanov,,Emiliy,Luzanov,,,Big Ticket,3001-05-13,Active,Male,Regular,Vehicle Gunner,Partisan Heavy Tank #2 [Gunner],Alpha Armoued Direct Fire Lance,-,-/-,4/8,4/-,4/-,-/-,-/-,-/-,-,5,-,-,8,-,-,-,-,-,-,-,-,-,-,-,0,0,747 C-Bill,19,Independent,Star's End (Novo Cressidas),3001-05-13,3028-09-04,3029-12-11,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,0,0,1,0,0,9,Early Childhood,None (-),None (-),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Sergeant,Zale,Gatchis,,Zale,Gatchis,,,Slapshot,2997-12-23,Active,Male,Regular,Vehicle Driver,Partisan Heavy Tank #3 [Driver],Alpha Armoued Direct Fire Lance,-,-/-,4/5,4/-,4/-,-/-,-/-,-/-,-,4,-,-,8,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,647 C-Bill",35,Independent,Star's End (Novo Cressidas),2997-12-23,3028-09-04,3029-12-11,,,,No,No,No,N/A,Yes,N/A,No,0,0,0,0,0,0,1,0,0,9,Early Childhood,None (-),None (-),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Marianna,Palach,,Marianna,Palach,,,Snow,3000-04-24,Active,Female,Regular,Vehicle Gunner,Partisan Heavy Tank #3 [Gunner],Alpha Armoued Direct Fire Lance,-,-/-,4/8,4/-,4/-,-/-,-/-,-/-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,053 C-Bill",34,Draconis Combine,Verthandi (Norn),3000-04-24,3028-09-04,3029-12-11,,,,No,No,No,N/A,Yes,Yes,No,0,0,0,0,0,0,1,0,0,9,Early Childhood,Fearless (+),None (-),None (-),Introverted (+),13,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Captain,Adalie,Schmitt,,Adalie,Schmitt,,,Timeline,3003-09-29,Active,Female,Veteran,Vehicle Gunner,Partisan Heavy Tank #3 [Gunner],Alpha Armoued Direct Fire Lance,-,5/-,3/8,3/-,3/-,-/-,-/-,-/-,-,4,-,-,6,-,-,-,-,-,-,-,-,-,-,-,0,0,"2,880 C-Bill",11,Draconis Combine,Lovinac,3003-09-29,3028-09-04,3029-12-11,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,0,-1,1,0,0,9,Early Childhood,None (-),Proactive (+),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Private,Byanca,Morales,,Byanca,Morales,,,Hollywood,3002-03-18,Active,Female,Regular,Vehicle Gunner,Partisan Heavy Tank #3 [Gunner],Alpha Armoued Direct Fire Lance,-,-/-,4/8,4/-,4/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,747 C-Bill,24,Independent,Star's End (Novo Cressidas),3002-03-18,3028-09-04,3029-12-11,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,0,0,1,0,0,9,Early Childhood,None (-),Cutthroat (-),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Private,Yoshihito,Suzuki,,Yoshihito,Suzuki,,,Hawk,3007-08-27,Active,Male,Green,Vehicle Gunner,Partisan Heavy Tank #3 [Gunner],Alpha Armoued Direct Fire Lance,-,-/-,5/8,5/-,5/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,448 C-Bill,20,Draconis Combine,New Caledonia,3007-08-27,3028-09-04,3029-12-11,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,0,0,1,0,0,9,Early Childhood,None (-),None (-),None (-),Petty (-),13,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Private,Robin,Woods,,Robin,Woods,,,Scepter,3001-03-11,Active,Female,Regular,Vehicle Gunner,Partisan Heavy Tank #3 [Gunner],Alpha Armoued Direct Fire Lance,-,-/-,4/-,4/-,4/-,-/-,-/-,-/-,-,5,-,5,-,-,-,-,-,-,-,-,-,-,-,-,0,0,747 C-Bill,31,Mercenary,Star's End (Novo Cressidas),3001-03-11,3028-09-04,3029-12-11,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,0,0,1,0,0,9,Early Childhood,None (-),None (-),None (-),None (-),5,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Tech 2nd Class,Evan,Shafer,,Evan,Shafer,,,Whisker,3007-10-08,Active,Male,Ultra-Green,Mechanic,Condor Heavy Hover Tank (Liao) (200m),-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,8,-,-,-,-,-,-,0,0,398 C-Bill,35,Draconis Combine,Harvest,3007-10-08,3028-09-04,3031-02-15,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,0,0,0,0,0,9,Early Childhood,None (-),None (-),Enterprising (++),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Tech 1st Class,Ricarda,Garibaldi,,Ricarda,Garibaldi,,,Io,3000-12-10,Active,Female,Regular,Mechanic,Partisan Heavy Tank #3 (360m),-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,0,0,936 C-Bill,35,Mercenary,The Edge,3000-12-10,3028-09-04,3031-02-15,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,0,0,0,0,0,9,Early Childhood,None (-),None (-),None (-),Disingenuous (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Chief Tech,Jerry,Ullock,,Jerry,Ullock,,,Charbroil,2996-10-10,Active,Male,Veteran,Mechanic,2 units (480m),-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,0,0,"2,342 C-Bill",25,Independent,Star's End (Novo Cressidas),2996-10-10,3028-09-04,3031-02-15,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,0,-1,0,0,0,9,Early Childhood,None (-),None (-),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Private,Steve,Suri,,Steve,Suri,,,Screw,3007-01-24,Killed in Action,Male,Green,Vehicle Driver,-,-,-,-/-,5/6,5/-,5/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,448 C-Bill,0,Mercenary,Harvest,3007-01-24,3028-09-04,3028-09-22,,,3028-12-08,No,No,No,Yes,N/A,N/A,N/A,0,0,0,0,0,0,1,0,0,9,Early Childhood,Fearless (+),None (-),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Private,Nora,Jilavian,,Nora,Jilavian,,,Armor Bear,3004-08-18,Killed in Action,Female,Green,Vehicle Gunner,-,-,-,-/-,5/-,5/-,5/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,448 C-Bill,0,Independent,Star's End (Novo Cressidas),3004-08-18,3028-09-04,3028-09-22,,,3028-12-08,No,No,No,Yes,N/A,Yes,N/A,0,0,0,0,0,0,1,0,0,9,Early Childhood,None (-),None (-),Judicious (+),Sincere (+),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Private,Tad,Osipovski,,Tad,Osipovski,,,Peaks,2998-01-22,Killed in Action,Male,Veteran,Vehicle Gunner,-,-,-,-/-,3/-,3/-,3/-,-/-,-/-,-/-,-,5,-,-,8,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,195 C-Bill",0,Independent,Star's End (Novo Cressidas),2998-01-22,3028-09-04,3028-09-22,,,3028-12-08,No,No,No,Yes,N/A,N/A,N/A,0,0,0,0,0,-1,1,0,0,9,Early Childhood,None (-),None (-),None (-),Blunt (-),14,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Private,Yuki,Igitian,,Yuki,Igitian,,,Pancake,2996-07-06,Killed in Action,Male,Regular,Vehicle Gunner,-,-,-,-/-,4/-,4/-,4/-,-/-,-/-,-/-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,747 C-Bill,0,Draconis Combine,Verthandi (Norn),2996-07-06,3028-09-04,3028-09-22,,,3028-12-08,No,No,No,Yes,N/A,N/A,N/A,0,0,0,0,0,0,1,0,0,9,Early Childhood,None (-),None (-),None (-),Erratic (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Tech 2nd Class,Siv,Ule,,Siv,Ule,,,Hangnail,3007-09-05,Active,Female,Ultra-Green,Mechanic,2 units (420m),-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,8,-,-,-,-,-,-,0,0,398 C-Bill,30,Mercenary,Romulus,3007-09-05,3028-09-04,3031-02-15,,,,No,No,No,N/A,Yes,Yes,No,0,0,0,0,0,0,0,0,0,9,Early Childhood,None (-),None (-),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Chief Tech,Rayna,Cross,,Rayna,Cross,,,B-Boy,2992-05-21,Active,Female,Veteran,MekTech,Hunchback HBK-4P #2 (240m),-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,0,0,"2,342 C-Bill",74,Mercenary,Lovinac,2992-05-21,3028-09-04,3031-02-15,,,,No,No,No,N/A,Yes,Yes,No,0,0,0,0,0,-1,0,0,0,12,Early Childhood,None (-),Arrogant (-),None (-),None (-),13,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Master Chief PO,Annie,Clarke Li,,Annie,Clarke Li,,,Screamer,3004-01-22,Active,Female,Regular,Vessel Pilot,Union (2708) [Pilot],Union,-,-/-,-/-,-/-,-/-,-/-,-/-,-/5,-,4,-,-,8,-,-,-,-,-,-,-,-,-,-,-,0,2,"2,170 C-Bill",50,Mercenary,Kirchbach,3004-01-22,3028-09-04,3028-09-11,,,,No,No,No,N/A,Yes,Yes,No,0,0,0,0,0,0,1,0,0,9,Early Childhood,None (-),None (-),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Lieutenant SG,Barry,Nesbett Radhey,,Barry,Nesbett Radhey,,,Pigeon,3004-06-27,Active,Male,Regular,Vessel Pilot,Union (2708) [Pilot],Union,-,-/-,-/-,-/-,-/-,-/-,-/-,-/5,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,2,"1,670 C-Bill",53,Mercenary,Csesztreg,3004-06-27,3028-09-04,3028-09-11,,,,No,No,No,N/A,Yes,N/A,No,0,0,0,0,0,0,1,0,0,9,Early Childhood,None (-),None (-),Overreaching (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Spaceman,Keya,Samudra,,Keya,Samudra,,,Deadlock,3001-09-22,Active,Female,Regular,Vessel Pilot,Union (2708) [Pilot],Union,-,-/-,-/-,-/-,-/-,-/-,-/-,-/5,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,2,830 C-Bill,58,Lyran Commonwealth,Icar,3001-09-22,3028-09-04,3028-09-11,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,0,0,1,0,0,9,Early Childhood,Decisive (+),None (-),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Spaceman,Adrian,Withecombe,,Adrian,Withecombe,,,Detroit,3001-04-21,Active,Male,Veteran,Vessel Gunner,Union (2708) [Gunner],Union,-,-/-,-/-,-/-,-/-,-/-,-/-,3/-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,2,"1,328 C-Bill",21,Mercenary,Harvest,3001-04-21,3028-09-04,3028-09-11,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,0,-1,1,0,0,9,Early Childhood,None (-),None (-),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
